-5.199, -5.225, -5.642, -5.498, -5.061, -15.233
-1.433, -1.463, -1.156, -1.599, -1.797, -0.829
 1.826,  2.181,  2.329,  2.022,  2.172, 10.083
 4.347,  4.451,  4.866,  4.329,  4.063, 18.726
 7.900,  7.487,  7.059,  7.986,  7.356, 26.972
-8.980, -8.028, -8.442, -8.797, -8.445, -26.331
-5.178, -5.915, -5.612, -5.251, -5.538, -14.268
-1.492, -1.881, -1.510, -1.768, -1.071, -1.053
 1.594,  2.481,  1.567,  2.060,  2.032,  6.807
 4.229,  4.965,  4.634,  4.507,  4.578, 17.076
 7.527,  7.204,  7.726,  7.911,  7.500, 28.745
-8.954, -8.621, -8.891, -8.009, -8.658, -27.205
-5.497, -5.878, -5.748, -5.286, -5.691, -15.402
-1.123, -1.768, -1.197, -1.225, -1.264,  0.096
 2.205,  1.750,  2.190,  1.835,  1.559, 10.979
 4.009,  4.859,  4.900,  4.414,  4.631, 17.622
 7.208,  7.521,  7.177,  7.203,  7.026, 26.242
-8.607, -8.885, -8.798, -8.626, -8.486, -25.503
-5.110, -5.820, -5.225, -5.551, -5.477, -12.978
-1.308, -1.969, -1.082, -1.233, -1.936,  0.130
 2.095,  1.839,  1.961,  2.074,  1.768,  9.832
 4.808,  4.720,  4.821,  4.925,  4.656, 19.022
 7.687,  7.415,  7.115,  7.736,  7.566, 27.058
-8.539, -8.152, -8.116, -8.771, -8.442, -24.303
-5.867, -5.496, -5.178, -5.211, -5.345, -14.940
-1.465, -1.976, -1.302, -1.207, -1.127, -0.543
 2.204,  1.859,  2.245,  2.082,  1.665, 10.829
 4.842,  4.131,  4.132,  4.629,  4.091, 17.846
 7.430,  7.555,  7.902,  7.336,  7.315, 28.768
-8.887, -8.042, -8.221, -8.536, -8.067, -25.450
-5.630, -5.559, -5.233, -5.263, -5.477, -14.629
-1.207, -1.333, -1.634, -1.321, -1.817, -2.191
 1.856,  2.190,  2.321,  2.492,  1.969,  9.768
 4.988,  4.732,  4.258,  4.658,  4.857, 17.799
 7.789,  7.210,  7.486,  7.989,  7.093, 28.409
-8.991, -8.585, -8.768, -8.218, -8.117, -26.653
-5.342, -5.788, -5.584, -5.078, -5.976, -14.972
-1.371, -1.622, -1.180, -1.846, -1.723, -0.400
 1.969,  1.893,  1.559,  1.870,  2.236,  8.581
 4.617,  4.415,  4.330,  4.023,  4.210, 17.913
 7.772,  7.528,  7.881,  7.183,  7.267, 29.564
-8.795, -8.293, -8.300, -8.571, -8.856, -25.371
-5.563, -5.174, -5.549, -5.271, -5.699, -16.034
-1.613, -1.069, -1.562, -1.749, -1.712, -2.908
 2.139,  2.111,  2.341,  2.402,  2.332, 10.635
 4.170,  4.942,  4.798,  4.886,  4.215, 17.194
 7.597,  7.956,  7.555,  7.030,  7.263, 27.680
-8.573, -8.056, -8.049, -8.451, -8.934, -24.646
-5.719, -5.338, -5.344, -5.613, -5.892, -15.362
-1.714, -1.215, -1.931, -1.676, -1.969, -4.106
 2.397,  1.710,  1.737,  1.748,  1.515, 10.115
 4.057,  4.241,  4.619,  4.866,  4.231, 17.531
 7.927,  7.792,  7.603,  7.946,  7.407, 28.310
-8.009, -8.861, -8.653, -8.315, -8.672, -24.097
-5.110, -5.703, -5.923, -5.344, -5.981, -15.525
-1.569, -1.903, -1.283, -1.354, -1.441, -0.812
 1.780,  1.567,  2.073,  2.101,  1.730,  9.954
 4.951,  4.971,  4.881,  4.196,  4.484, 19.384
 7.568,  7.252,  7.518,  7.862,  7.495, 28.146
-8.243, -8.858, -8.978, -8.144, -8.636, -25.609
-5.709, -5.692, -5.424, -5.743, -5.234, -14.808
-1.541, -1.139, -1.435, -1.019, -1.327, -2.498
 1.807,  2.068,  2.295,  1.657,  1.588, 10.120
 4.528,  4.051,  4.356,  4.523,  4.325, 18.125
 7.881,  7.834,  7.952,  7.605,  7.309, 29.273
-8.943, -8.669, -8.015, -8.688, -8.027, -23.950
-5.633, -5.923, -5.512, -5.583, -5.306, -14.708
-1.239, -1.936, -1.169, -1.181, -1.787,  0.058
 1.517,  2.079,  1.570,  2.250,  2.442,  7.253
 4.263,  4.363,  4.835,  4.155,  4.254, 18.705
 7.789,  7.674,  7.154,  7.466,  7.230, 27.036
-8.833, -8.605, -8.966, -8.907, -8.229, -26.579
-5.699, -5.202, -5.327, -5.236, -5.802, -15.665
-1.567, -1.236, -1.876, -1.808, -1.837, -3.503
 1.564,  2.008,  2.024,  2.177,  1.656,  8.618
 4.044,  4.293,  4.512,  4.205,  4.825, 17.610
 7.120,  7.201,  7.156,  7.410,  7.679, 26.511
-8.242, -8.301, -8.438, -8.678, -8.251, -24.461
-5.908, -5.687, -5.992, -5.557, -5.027, -16.921
-1.056, -1.254, -1.110, -1.812, -1.051,  0.094
 1.875,  2.200,  1.873,  2.239,  2.205,  8.634
 4.196,  4.960,  4.536,  4.971,  4.766, 16.586
 7.537,  7.555,  7.826,  7.263,  7.396, 28.835
-8.981, -8.640, -8.533, -8.366, -8.132, -25.768
-5.775, -5.179, -5.986, -5.362, -5.759, -17.692
-1.769, -1.526, -1.881, -1.529, -1.633, -3.605
 2.268,  1.591,  2.477,  1.570,  2.424, 12.549
 4.529,  4.921,  4.452,  4.695,  4.387, 17.050
 7.395,  7.801,  7.095,  7.471,  7.475, 25.934
-8.807, -8.503, -8.523, -8.227, -8.638, -25.807
-5.536, -5.433, -5.641, -5.840, -5.200, -15.438
-1.827, -1.671, -1.381, -1.403, -1.241, -1.958
 2.022,  1.563,  2.013,  2.213,  1.995, 10.329
 4.944,  4.592,  4.169,  4.498,  4.706, 17.768
 7.348,  7.957,  7.651,  7.101,  7.313, 27.432
-8.252, -8.130, -8.833, -8.954, -8.979, -25.929
-5.961, -5.438, -5.853, -5.234, -5.197, -17.196
-1.863, -1.745, -1.612, -1.494, -1.377, -2.607
 1.907,  2.377,  2.177,  2.248,  2.356,  9.424
 4.800,  4.017,  4.020,  4.539,  4.006, 17.599
 7.252,  7.145,  7.067,  7.604,  7.398, 26.500
-8.323, -8.677, -8.015, -8.295, -8.877, -23.169
-5.496, -5.134, -5.888, -5.661, -5.419, -16.717
-1.112, -1.453, -1.754, -1.513, -1.310, -1.911
 2.362,  2.439,  2.163,  1.632,  2.436, 10.476
 4.318,  4.168,  4.578,  4.909,  4.318, 17.989
 7.083,  7.088,  7.131,  7.344,  7.021, 26.379
-8.342, -8.961, -8.878, -8.211, -8.042, -25.140
-5.128, -5.564, -5.012, -5.947, -5.892, -12.682
-1.829, -1.844, -1.000, -1.296, -1.090, -0.556
 1.832,  1.500,  2.103,  1.771,  2.490, 10.599
 4.843,  4.583,  4.528,  4.121,  4.562, 18.749
 7.491,  7.202,  7.450,  7.578,  7.021, 27.934
-8.620, -8.746, -8.881, -8.898, -8.700, -25.867
-5.118, -5.779, -5.093, -5.249, -5.288, -12.728
-1.351, -1.195, -1.845, -1.981, -1.169, -2.712
 2.464,  1.927,  1.633,  2.360,  1.844,  9.401
 4.729,  4.676,  4.288,  4.344,  4.846, 17.622
 7.631,  7.238,  7.802,  7.170,  7.284, 29.438
-8.553, -8.953, -8.951, -8.138, -8.216, -25.882
-5.187, -5.295, -5.809, -5.629, -5.798, -15.721
-1.739, -1.900, -1.836, -1.767, -1.635, -2.713
 2.295,  1.869,  2.450,  1.787,  1.933, 11.862
 4.971,  4.710,  4.857,  4.340,  4.159, 19.589
 7.820,  7.996,  7.998,  7.081,  7.201, 29.351
-8.154, -8.955, -8.706, -8.808, -8.079, -23.933
-5.334, -5.797, -5.365, -5.587, -5.354, -13.807
-1.136, -1.661, -1.707, -1.371, -1.869, -1.732
 2.496,  1.506,  1.745,  2.075,  1.985, 10.590
 4.492,  4.634,  4.103,  4.597,  4.319, 16.438
 7.503,  7.392,  7.789,  7.390,  7.576, 28.950
-8.721, -8.815, -8.791, -8.985, -8.273, -25.498
-5.378, -5.139, -5.027, -5.641, -5.172, -13.761
-1.055, -1.485, -1.416, -1.474, -1.432, -0.745
 1.564,  2.392,  2.073,  1.770,  2.229,  8.582
 4.935,  4.637,  4.669,  4.505,  4.785, 19.185
 7.025,  7.056,  7.375,  7.806,  7.166, 26.877
-8.432, -8.926, -8.247, -8.486, -8.851, -23.534
-5.124, -5.165, -5.106, -5.748, -5.421, -13.477
-1.748, -1.118, -1.519, -1.431, -1.369, -3.070
 2.105,  2.339,  1.856,  2.157,  2.476,  8.985
 4.858,  4.414,  4.739,  4.713,  4.639, 19.362
 7.583,  7.404,  7.019,  7.292,  7.503, 26.754
-8.577, -8.481, -8.358, -8.298, -8.433, -24.836
-5.177, -5.802, -5.312, -5.005, -5.874, -13.801
-1.784, -1.667, -1.983, -1.655, -1.356, -3.556
 1.952,  2.262,  1.861,  2.267,  1.952,  8.571
 4.373,  4.878,  4.951,  4.945,  4.213, 18.130
 7.073,  7.519,  7.683,  7.852,  7.095, 27.204
-8.104, -8.621, -8.995, -8.897, -8.946, -25.398
-5.954, -5.266, -5.085, -5.268, -5.036, -15.074
-1.474, -1.381, -1.108, -1.892, -1.476, -0.694
 2.213,  2.442,  1.696,  2.424,  2.121,  8.347
 4.005,  4.955,  4.351,  4.938,  4.601, 15.548
 7.862,  7.821,  7.255,  7.399,  7.274, 27.315
-8.444, -8.198, -8.088, -8.839, -8.045, -23.795
-5.846, -5.937, -5.793, -5.782, -5.100, -15.706
-1.034, -1.990, -1.857, -1.793, -1.831, -1.230
 2.397,  1.872,  1.739,  1.597,  1.833,  9.981
 4.336,  4.277,  4.111,  4.878,  4.157, 16.481
 7.431,  7.030,  7.829,  7.910,  7.182, 29.077
-8.715, -8.283, -8.953, -8.330, -8.252, -27.167
-5.896, -5.690, -5.382, -5.391, -5.067, -15.179
-1.806, -1.486, -1.862, -1.862, -1.958, -3.569
 1.788,  1.771,  1.772,  1.725,  1.785,  8.962
 4.683,  4.433,  4.774,  4.531,  4.974, 19.285
 7.995,  7.063,  7.305,  7.845,  7.417, 28.703
-8.402, -8.103, -8.899, -8.057, -8.385, -26.770
-5.008, -5.955, -5.730, -5.722, -5.815, -14.113
-1.662, -1.125, -1.280, -1.340, -1.519, -2.212
 1.754,  2.338,  2.119,  1.915,  1.595,  8.975
 4.576,  4.654,  4.955,  4.735,  4.088, 18.960
 7.653,  7.238,  7.272,  7.094,  7.887, 28.105
-8.951, -8.449, -8.145, -8.852, -8.936, -24.918
-5.286, -5.950, -5.002, -5.686, -5.295, -12.340
-1.594, -1.224, -1.285, -1.788, -1.078, -1.615
 2.383,  2.388,  1.657,  2.083,  2.007,  8.808
 4.890,  4.501,  4.715,  4.771,  4.868, 19.343
 7.791,  7.128,  7.620,  7.309,  7.364, 29.364
-8.251, -8.100, -8.730, -8.050, -8.962, -26.171
-5.871, -5.254, -5.112, -5.073, -5.047, -15.080
-1.957, -1.768, -1.728, -1.112, -1.411, -3.212
 1.800,  1.568,  2.127,  2.211,  2.226, 10.210
 4.136,  4.512,  4.649,  4.322,  4.140, 17.574
 7.319,  7.638,  7.437,  7.459,  7.457, 27.031
-8.563, -8.037, -8.732, -8.246, -8.681, -26.695
-5.553, -5.851, -5.228, -5.418, -5.295, -13.849
-1.260, -1.418, -1.232, -1.698, -1.904, -0.741
 2.311,  2.445,  1.773,  1.609,  2.291,  9.201
 4.988,  4.672,  4.381,  4.031,  4.470, 18.449
 7.814,  7.425,  7.476,  7.599,  7.624, 28.441
-8.768, -8.558, -8.297, -8.727, -8.877, -24.808
-5.341, -5.737, -5.611, -5.819, -5.982, -14.791
-1.316, -1.114, -1.048, -1.775, -1.626, -0.670
 1.598,  1.990,  2.310,  1.685,  2.059,  9.954
 4.121,  4.774,  4.414,  4.775,  4.719, 16.370
 7.189,  7.558,  7.818,  7.192,  7.058, 28.071
-8.801, -8.873, -8.567, -8.683, -8.541, -25.189
-5.373, -5.376, -5.524, -5.341, -5.045, -15.091
-1.620, -1.591, -1.198, -1.558, -1.992, -1.224
 1.786,  1.872,  1.903,  1.968,  1.838,  9.068
 4.988,  4.920,  4.949,  4.607,  4.957, 19.701
 7.324,  7.125,  7.751,  7.560,  7.101, 28.579
-8.902, -8.571, -8.881, -8.975, -8.320, -26.527
-5.197, -5.463, -5.754, -5.981, -5.330, -15.004
-1.269, -1.335, -1.573, -1.181, -1.190, -1.984
 2.129,  1.932,  2.348,  2.451,  2.499, 10.942
 4.853,  4.897,  4.010,  4.514,  4.598, 16.607
 7.191,  7.125,  7.480,  7.105,  7.883, 28.037
-8.358, -8.910, -8.256, -8.210, -8.628, -23.509
-5.009, -5.417, -5.225, -5.495, -5.056, -13.260
-1.077, -1.699, -1.464, -1.205, -1.837, -0.877
 2.204,  1.590,  2.363,  2.162,  2.299, 11.729
 4.963,  4.615,  4.665,  4.609,  4.957, 19.231
 7.228,  7.846,  7.465,  7.470,  7.541, 26.653
-8.584, -8.855, -8.229, -8.174, -8.670, -23.999
-5.669, -5.623, -5.816, -5.965, -5.995, -16.096
-1.163, -1.638, -1.539, -1.551, -1.307, -1.036
 1.683,  2.322,  1.586,  1.573,  1.976,  7.512
 4.735,  4.932,  4.311,  4.709,  4.918, 17.192
 7.326,  7.994,  7.037,  7.905,  7.363, 25.086
-8.433, -8.943, -8.810, -8.487, -8.949, -25.225
-5.804, -5.102, -5.849, -5.076, -5.359, -17.557
-1.529, -1.371, -1.888, -1.096, -1.943, -3.609
 1.945,  2.225,  1.658,  1.964,  2.129,  8.188
 4.417,  4.761,  4.404,  4.483,  4.573, 17.063
 7.498,  7.939,  7.944,  7.471,  7.556, 28.463
-8.264, -8.584, -8.758, -8.407, -8.848, -25.306
-5.495, -5.269, -5.943, -5.858, -5.709, -16.696
-1.520, -1.339, -1.620, -1.477, -1.626, -2.587
 1.883,  2.116,  2.296,  2.164,  2.284, 10.096
 4.551,  4.543,  4.767,  4.361,  4.758, 18.844
 7.621,  7.241,  7.764,  7.217,  7.545, 29.377
-8.207, -8.473, -8.937, -8.726, -8.962, -25.803
-5.806, -5.197, -5.419, -5.840, -5.510, -15.724
-1.846, -1.066, -1.853, -1.531, -1.869, -4.385
 1.797,  1.667,  2.076,  2.456,  2.310,  9.868
 4.790,  4.277,  4.379,  4.775,  4.443, 18.330
 7.402,  7.679,  7.937,  7.136,  7.891, 28.978
-8.218, -8.863, -8.456, -8.342, -8.844, -23.928
-5.361, -5.847, -5.386, -5.724, -5.902, -14.009
-1.165, -1.183, -1.354, -1.665, -1.364, -1.147
 1.593,  1.626,  2.283,  2.463,  1.813,  9.946
 4.857,  4.420,  4.611,  4.568,  4.910, 19.135
 7.043,  7.413,  7.285,  7.070,  7.823, 26.656
-8.290, -8.876, -8.261, -8.864, -8.175, -23.006
-5.003, -5.333, -5.775, -5.229, -5.459, -15.307
-1.332, -1.592, -1.367, -1.344, -1.045, -0.941
 1.717,  1.765,  1.734,  1.859,  1.515,  8.534
 4.634,  4.381,  4.193,  4.385,  4.589, 17.500
 7.483,  7.045,  7.934,  7.295,  7.916, 30.011
-8.265, -8.297, -8.490, -8.220, -8.623, -24.941
-5.701, -5.613, -5.076, -5.423, -5.167, -14.025
-1.334, -1.101, -1.305, -1.298, -1.159, -1.541
 1.919,  1.688,  1.799,  1.873,  1.802,  9.328
 4.464,  4.061,  4.622,  4.428,  4.173, 18.746
 7.909,  7.903,  7.293,  7.427,  7.893, 27.501
-8.958, -8.313, -8.702, -8.343, -8.842, -27.011
-5.721, -5.938, -5.275, -5.589, -5.881, -14.315
-1.752, -1.246, -1.765, -1.232, -1.641, -3.797
 2.127,  2.205,  1.947,  1.937,  2.221,  9.489
 4.322,  4.532,  4.700,  4.993,  4.886, 18.008
 7.403,  7.855,  7.556,  7.481,  7.244, 27.138
-8.625, -8.115, -8.065, -8.690, -8.231, -24.302
-5.195, -5.149, -5.300, -5.586, -5.059, -14.243
-1.965, -1.336, -1.805, -1.955, -1.609, -3.761
 2.377,  1.615,  1.686,  1.553,  1.828, 10.254
 4.008,  4.893,  4.155,  4.625,  4.414, 15.188
 7.441,  7.133,  7.991,  7.596,  7.172, 29.601
-8.057, -8.084, -8.570, -8.823, -8.514, -24.744
-5.300, -5.772, -5.920, -5.160, -5.307, -15.709
-1.859, -1.221, -1.732, -1.600, -1.121, -3.584
 2.210,  2.308,  2.488,  2.337,  1.882, 10.830
 4.514,  4.616,  4.104,  4.186,  4.918, 16.883
 7.702,  7.502,  7.717,  7.168,  7.861, 29.077
-8.732, -8.104, -8.512, -8.437, -8.264, -26.020
-5.840, -5.065, -5.388, -5.185, -5.806, -16.367
-1.095, -1.386, -1.601, -1.331, -1.138, -1.509
 2.181,  1.997,  1.853,  1.942,  2.103,  9.644
 4.827,  4.042,  4.080,  4.260,  4.370, 18.052
 7.683,  7.306,  7.837,  7.874,  7.752, 29.319
-8.700, -8.345, -8.506, -8.722, -8.069, -25.409
-5.148, -5.146, -5.237, -5.533, -5.953, -14.222
-1.575, -1.703, -1.355, -1.355, -1.714, -1.474
 1.871,  2.305,  1.684,  1.983,  2.360,  8.109
 4.679,  4.632,  4.227,  4.010,  4.585, 17.480
 7.631,  7.259,  7.139,  7.532,  7.424, 27.321
